,CustomerID,count,min,max,mean,sum,categ_0,categ_1,categ_2,categ_3,categ_4,LastPurchase,FirstPurchase,cluster
0,12347.0,5,382.52,711.79,558.1719999999999,2790.8599999999997,14.524555155041819,32.40828991780311,10.442659251986845,12.787814508789404,29.836681166378824,59,297,3
1,12348.0,4,227.43999999999997,892.8000000000001,449.31,1797.24,0.0,0.0,38.01606908370612,20.030713761100355,41.95321715519352,5,288,1
2,12350.0,1,334.40000000000003,334.40000000000003,334.40000000000003,334.40000000000003,27.900717703349283,0.0,11.692583732057413,11.961722488038276,48.444976076555015,240,240,7
3,12352.0,6,144.35,840.3,345.66333333333324,2073.9799999999996,3.3703314400331736,15.711337621384974,0.4918080212923944,67.53440245325415,12.892120464035333,2,226,9
4,12353.0,1,89.0,89.0,89.0,89.0,19.887640449438205,0.0,0.0,67.07865168539325,13.03370786516854,134,134,9
5,12354.0,1,1079.4,1079.4,1079.4,1079.4,9.380211228460256,19.700759681304426,14.950898647396702,23.34630350194552,32.62182694089309,162,162,2
6,12355.0,1,459.4,459.4,459.4,459.4,11.558554636482372,25.27209403569874,0.0,9.882455376578147,53.28689595124075,144,144,7
7,12356.0,2,481.46,2271.6200000000003,1376.5400000000002,2753.0800000000004,12.85469365220044,7.409882749502375,14.447455213796909,36.63097330989291,28.656995074607345,175,255,2
8,12358.0,1,484.85999999999996,484.85999999999996,484.85999999999996,484.85999999999996,3.650538299715383,3.093676525182527,0.0,82.78678381388444,10.469001361217671,80,80,9
9,12359.0,3,547.5,1791.3100000000006,1149.3766666666668,3448.13,11.110369968649675,14.987833985377582,4.242299449266705,59.952786002847915,9.706710593858121,119,261,2
10,12360.0,2,534.7000000000002,1083.58,809.1400000000001,1618.2800000000002,24.406159626269865,9.429764935610649,10.153990656746666,35.64896062486096,20.36112415651185,42,130,3
11,12361.0,1,189.89999999999998,189.89999999999998,189.89999999999998,189.89999999999998,18.641390205371252,0.0,0.0,7.898894154818327,73.45971563981043,217,217,7
12,12362.0,5,303.76000000000005,829.9900000000001,510.9080000000001,2554.5400000000004,20.277623368590824,19.08758524039553,5.787343318170786,19.20110861446679,35.64633945837606,2,225,3
13,12363.0,2,252.90000000000003,299.1,276.0,552.0,30.543478260869573,5.380434782608696,17.934782608695652,8.641304347826088,37.5,39,172,3
14,12364.0,2,79.8,623.92,351.85999999999996,703.7199999999999,4.611209003580971,4.923833342806799,36.7930426874325,11.638151537543344,42.0337634286364,8,42,1
15,12365.0,2,320.69,320.69,320.69,641.38,16.55804671177773,7.717733636845551,0.785805606660638,51.9879010882784,22.950512956437684,221,221,9
16,12370.0,3,277.2,1587.07,934.2200000000001,2802.6600000000003,24.79787059436392,18.432489135321443,16.139667316049746,12.411423433452505,28.218549520812374,204,290,3
17,12372.0,3,383.12,515.7,432.68,1298.04,19.80678561523528,8.528242581122308,11.112138300822778,13.98261995007858,46.57021355274106,1,226,7
18,12373.0,1,364.6,364.6,364.6,364.6,46.65386725178278,4.85463521667581,13.98793198025233,10.970927043335161,23.53263850795392,241,241,5
19,12375.0,1,230.30000000000004,230.30000000000004,230.30000000000004,230.30000000000004,36.126791141988704,21.62396873643074,11.072514112027788,31.176726009552752,0.0,28,28,3
20,12377.0,2,626.6,1001.5199999999996,814.0599999999998,1628.1199999999997,19.402746726285535,29.09490700931136,12.279193179863896,11.565486573471246,27.657666511067987,245,284,2
21,12378.0,1,4008.6200000000013,4008.6200000000013,4008.6200000000013,4008.6200000000013,22.231091996747004,15.70490592772575,15.080002594409049,16.997121203805786,29.98687827731238,59,59,4
22,12379.0,2,392.40000000000003,457.88999999999993,425.145,850.29,28.10100083500923,11.901821731409285,9.749614837290808,17.782168436651023,32.46539415963966,11,100,3
23,12380.0,2,607.5500000000001,626.0100000000001,616.7800000000001,1233.5600000000002,44.60747754466746,11.373585395116573,7.052757871526313,14.64055254709945,22.32562664159019,8,115,5
24,12381.0,1,1227.3899999999999,1227.3899999999999,1227.3899999999999,1227.3899999999999,22.14536536879069,11.732212255273385,8.455340193418555,34.06415238840141,23.60292979411597,49,49,2
25,12383.0,5,99.45,639.9099999999999,367.86199999999997,1839.31,8.106300732339847,11.490722064252356,25.780319793835734,25.4225769446151,29.200080464956972,114,282,3
26,12384.0,1,273.58,273.58,273.58,273.58,12.939542364207913,17.216170772717305,1.8203085020834855,58.703121573214425,9.320856787776885,51,51,9
27,12386.0,2,143.0,258.90000000000003,200.95000000000002,401.90000000000003,4.404080617068923,0.0,27.668574272207014,24.483702413535706,43.44364269718835,267,296,7
28,12388.0,5,124.05000000000001,902.0900000000001,498.85200000000003,2494.26,22.33728640959643,31.506739473831917,13.591205407615886,11.80510451997787,20.75966418897789,5,256,3
29,12390.0,1,549.8399999999999,549.8399999999999,549.8399999999999,549.8399999999999,11.02138804015714,23.370435035646743,21.104321257092977,25.18914593336244,19.314709733740727,9,9,3
30,12393.0,4,177.00000000000003,521.5,395.65000000000003,1582.6000000000001,18.254770630607858,28.4184253759636,2.9571591052698087,0.9383293314798433,49.431315556678875,2,262,7
31,12394.0,1,381.08,381.08,381.08,381.08,4.644694027500789,17.424162905426684,3.56880445050908,13.094363388264933,61.26797522829853,147,147,7
32,12395.0,8,149.97000000000003,346.1,235.22125000000003,1881.7700000000002,16.630619044835445,11.754890342602973,39.19820169308683,21.570117495761963,10.846171423712777,42,301,1
33,12397.0,1,1214.81,1214.81,1214.81,1214.81,11.542545747894735,15.54564088211325,13.338711403429349,28.597064561536374,30.97603740502629,65,65,2
34,12399.0,4,130.07999999999998,480.9,277.1625,1108.65,6.7884363865963095,4.018400757678258,45.95138231182068,6.764984440535786,36.476796103368955,49,191,1
35,12401.0,1,84.3,84.3,84.3,84.3,0.0,17.793594306049823,0.0,82.20640569395017,0.0,233,233,9
36,12402.0,1,225.6,225.6,225.6,225.6,58.11170212765958,0.0,0.0,13.297872340425531,28.590425531914892,253,253,5
37,12405.0,1,1710.3900000000006,1710.3900000000006,1710.3900000000006,1710.3900000000006,19.820625705248506,17.8731166576044,12.495395786925782,39.78040096118427,10.030460889037,78,78,2
38,12406.0,1,1486.7,1486.7,1486.7,1486.7,26.309275576780795,29.00383399475348,5.440236765991793,7.557005448308334,31.6896482141656,113,113,2
39,12407.0,4,192.34,719.0600000000001,351.84,1407.36,8.044849931787176,7.300903819918145,24.650409276944067,24.855047748976812,35.14878922237381,64,194,3
40,12408.0,4,56.900000000000006,751.4900000000001,525.8,2103.2,35.57864206922785,12.782902244199319,11.340813997717763,18.23126664130848,22.0663750475466,28,190,3
41,12409.0,2,4860.640000000001,6196.289999999999,5528.465,11056.93,17.54212064289093,26.1210842430946,9.711375580744383,25.453719974712683,21.171699558557393,8,112,4
42,12410.0,2,68.0,613.0799999999999,340.53999999999996,681.0799999999999,5.197627297821109,4.933341164033594,1.4800023492100782,60.28660362952958,28.102425559405653,238,238,9
43,12412.0,3,336.14,514.5,408.96000000000004,1226.88,23.097613458528947,24.130314293166403,16.285211267605636,8.301545383411579,28.18531559728743,4,99,3
44,12413.0,2,84.65,415.3,249.97500000000002,499.95000000000005,29.57295729572957,8.94089408940894,14.68146814681468,42.84428442844283,3.96039603960396,166,267,9
45,12414.0,3,153.76,242.8,187.47000000000003,562.4100000000001,8.961433829412705,21.123379740758523,12.012588680855602,30.058142636155118,27.844455112818046,147,240,3
46,12415.0,13,61.199999999999996,22775.930000000008,7735.3099999999995,100559.03,15.995560020815633,26.847444729727403,13.620139335075129,14.944973116785237,28.591882797596597,29,267,8
47,12417.0,7,259.39,562.69,395.1671428571429,2766.17,8.151704342104788,22.39558667760839,11.197431828123362,44.212756265883876,14.042520886279586,36,287,9
48,12418.0,1,668.5799999999997,668.5799999999997,668.5799999999997,668.5799999999997,4.494600496574832,23.377905411469097,16.988243740464874,45.44706691794552,9.692183433545727,42,42,9
49,12421.0,3,157.45000000000002,239.35000000000005,209.52,628.5600000000001,13.936617029400535,8.710385643375334,18.321242204403713,32.82105129184167,26.210703830978744,44,249,3
50,12422.0,3,147.7,417.36,267.8533333333333,803.56,35.82806511025935,7.242769674946489,4.8658469809348395,19.693613420279757,32.369704813579574,25,254,3
51,12423.0,7,84.92,347.35,234.35285714285718,1640.4700000000003,30.147457740769408,5.0412381817405985,19.75409486305753,19.905880631770163,25.151328582662284,30,283,3
52,12424.0,2,294.64000000000004,1466.3200000000002,880.4800000000001,1760.9600000000003,40.05769580228964,36.39492095220788,1.1312011630019987,2.027303289115028,20.388878793385423,92,92,3
53,12425.0,1,777.1999999999999,777.1999999999999,777.1999999999999,777.1999999999999,18.965517241379317,12.738033968090583,9.693772516726712,5.468347915594442,53.13432835820896,8,8,7
